     0.000 T   0.100000E+01   0.000000E+00
     0.100 T   0.100000E+01   0.000000E+00
     0.200 T   0.100000E+01   0.000000E+00
     0.300 T   0.100000E+01   0.000000E+00
     0.400 T   0.100000E+01   0.000000E+00
     0.500 T   0.100000E+01   0.000000E+00
     0.600 T   0.100000E+01   0.000000E+00
     0.700 T   0.100000E+01   0.000000E+00
     0.800 T   0.100000E+01   0.000000E+00
     0.900 T   0.100000E+01   0.000000E+00
     1.000 T   0.100000E+01   0.000000E+00
     1.100 T   0.100000E+01   0.000000E+00
     1.200 T   0.100000E+01   0.000000E+00
     1.300 T   0.100000E+01   0.000000E+00
     1.400 T   0.100000E+01   0.000000E+00
     1.500 T   0.100000E+01   0.000000E+00
     1.600 T   0.100000E+01   0.000000E+00
     1.700 T   0.100000E+01   0.000000E+00
     1.800 T   0.100000E+01   0.000000E+00
     1.900 T   0.100000E+01   0.000000E+00
     2.000 T   0.100000E+01   0.000000E+00
     2.100 T   0.100000E+01   0.000000E+00
     2.200 T   0.100000E+01   0.000000E+00
     2.300 T   0.100000E+01   0.000000E+00
     2.400 T   0.100000E+01   0.000000E+00
     2.500 T   0.100000E+01   0.000000E+00
     2.600 T   0.100000E+01   0.000000E+00
     2.700 T   0.100000E+01   0.000000E+00
     2.800 T   0.100000E+01   0.000000E+00
     2.900 T   0.100000E+01   0.000000E+00
     3.000 T   0.100000E+01   0.000000E+00
     3.100 T   0.100000E+01   0.000000E+00
     3.200 T   0.100000E+01   0.000000E+00
     3.300 T   0.100000E+01   0.000000E+00
     3.400 T   0.100000E+01   0.000000E+00
     3.500 T   0.100000E+01   0.000000E+00
     3.600 T   0.100000E+01   0.000000E+00
     3.700 T   0.100000E+01   0.000000E+00
     3.800 T   0.100000E+01   0.000000E+00
     3.900 T   0.100000E+01   0.000000E+00
     4.000 T   0.100000E+01   0.000000E+00
     4.100 T   0.100000E+01   0.000000E+00
     4.200 T   0.100000E+01   0.000000E+00
     4.300 T   0.100000E+01   0.000000E+00
     4.400 T   0.100000E+01   0.000000E+00
     4.500 T   0.100000E+01   0.000000E+00
     4.600 T   0.100000E+01   0.000000E+00
     4.700 T   0.100000E+01   0.000000E+00
     4.800 T   0.100000E+01   0.000000E+00
     4.900 T   0.100000E+01   0.000000E+00
     5.000 T   0.100000E+01   0.000000E+00
     5.100 T   0.100000E+01   0.000000E+00
     5.200 T   0.100000E+01   0.000000E+00
     5.300 T   0.100000E+01   0.000000E+00
     5.400 T   0.100000E+01   0.000000E+00
     5.500 T   0.100000E+01   0.000000E+00
     5.600 T   0.100000E+01   0.000000E+00
     5.700 T   0.100000E+01   0.000000E+00
     5.800 T   0.100000E+01   0.000000E+00
     5.900 T   0.100000E+01   0.000000E+00
     6.000 T   0.100000E+01   0.000000E+00
     6.100 T   0.100000E+01   0.000000E+00
     6.200 T   0.100000E+01   0.000000E+00
     6.300 T   0.100000E+01   0.000000E+00
     6.400 T   0.100000E+01   0.000000E+00
     6.500 T   0.100000E+01   0.000000E+00
     6.600 T   0.100000E+01   0.000000E+00
     6.700 T   0.100000E+01   0.000000E+00
     6.800 T   0.100000E+01   0.000000E+00
     6.900 T   0.100000E+01   0.000000E+00
     7.000 T   0.100000E+01   0.000000E+00
     7.100 T   0.100000E+01   0.000000E+00
     7.200 T   0.100000E+01   0.000000E+00
     7.300 T   0.100000E+01   0.000000E+00
     7.400 T   0.100000E+01   0.000000E+00
     7.500 T   0.100000E+01   0.000000E+00
     7.600 T   0.100000E+01   0.000000E+00
     7.700 T   0.100000E+01   0.000000E+00
     7.800 T   0.100000E+01   0.000000E+00
     7.900 T   0.100000E+01   0.000000E+00
     8.000 T   0.100000E+01   0.000000E+00
     8.100 T   0.100000E+01   0.000000E+00
     8.200 T   0.100000E+01   0.000000E+00
     8.300 T   0.100000E+01   0.000000E+00
     8.400 T   0.100000E+01   0.000000E+00
     8.500 T   0.100000E+01   0.000000E+00
     8.600 T   0.100000E+01   0.000000E+00
     8.700 T   0.100000E+01   0.000000E+00
     8.800 T   0.100000E+01   0.000000E+00
     8.900 T   0.100000E+01   0.000000E+00
     9.000 T   0.100000E+01   0.000000E+00
     9.100 T   0.100000E+01   0.000000E+00
     9.200 T   0.100000E+01   0.000000E+00
     9.300 T   0.100000E+01   0.000000E+00
     9.400 T   0.100000E+01   0.000000E+00
     9.500 T   0.100000E+01   0.000000E+00
     9.600 T   0.100000E+01   0.000000E+00
     9.700 T   0.100000E+01   0.000000E+00
     9.800 T   0.100000E+01   0.000000E+00
     9.900 T   0.100000E+01   0.000000E+00
    10.000 T   0.100000E+01   0.000000E+00
    10.100 T   0.100000E+01   0.000000E+00
    10.200 T   0.100000E+01   0.000000E+00
    10.300 T   0.100000E+01   0.000000E+00
    10.400 T   0.100000E+01   0.000000E+00
    10.500 T   0.100000E+01   0.000000E+00
    10.600 T   0.100000E+01   0.000000E+00
    10.700 T   0.100000E+01   0.000000E+00
    10.800 T   0.100000E+01   0.000000E+00
    10.900 T   0.100000E+01   0.000000E+00
    11.000 T   0.100000E+01   0.000000E+00
    11.100 T   0.100000E+01   0.000000E+00
    11.200 T   0.100000E+01   0.000000E+00
    11.300 T   0.100000E+01   0.000000E+00
    11.400 T   0.100000E+01   0.000000E+00
    11.500 T   0.100000E+01   0.000000E+00
    11.600 T   0.100000E+01   0.000000E+00
    11.700 T   0.100000E+01   0.000000E+00
    11.800 T   0.100000E+01   0.000000E+00
    11.900 T   0.100000E+01   0.000000E+00
    12.000 T   0.100000E+01   0.000000E+00
    12.100 T   0.100000E+01   0.000000E+00
    12.200 T   0.100000E+01   0.000000E+00
    12.300 T   0.100000E+01   0.000000E+00
    12.400 T   0.100000E+01   0.000000E+00
    12.500 T   0.100000E+01   0.000000E+00
    12.600 T   0.100000E+01   0.000000E+00
    12.700 T   0.100000E+01   0.000000E+00
    12.800 T   0.100000E+01   0.000000E+00
    12.900 T   0.100000E+01   0.000000E+00
    13.000 T   0.100000E+01   0.000000E+00
    13.100 T   0.100000E+01   0.000000E+00
    13.200 T   0.100000E+01   0.000000E+00
    13.300 T   0.100000E+01   0.000000E+00
    13.400 T   0.100000E+01   0.000000E+00
    13.500 T   0.100000E+01   0.000000E+00
    13.600 T   0.100000E+01   0.000000E+00
    13.700 T   0.100000E+01   0.000000E+00
    13.800 T   0.100000E+01   0.000000E+00
    13.900 T   0.100000E+01   0.000000E+00
    14.000 T   0.100000E+01   0.000000E+00
    14.100 T   0.100000E+01   0.000000E+00
    14.200 T   0.100000E+01   0.000000E+00
    14.300 T   0.100000E+01   0.000000E+00
    14.400 T   0.100000E+01   0.000000E+00
    14.500 T   0.100000E+01   0.000000E+00
    14.600 T   0.100000E+01   0.000000E+00
    14.700 T   0.100000E+01   0.000000E+00
    14.800 T   0.100000E+01   0.000000E+00
    14.900 T   0.100000E+01   0.000000E+00
    15.000 T   0.100000E+01   0.000000E+00
    15.100 T   0.100000E+01   0.000000E+00
    15.200 T   0.100000E+01   0.000000E+00
    15.300 T   0.100000E+01   0.000000E+00
    15.400 T   0.100000E+01   0.000000E+00
    15.500 T   0.100000E+01   0.000000E+00
    15.600 T   0.100000E+01   0.000000E+00
    15.700 T   0.100000E+01   0.000000E+00
    15.800 T   0.100000E+01   0.000000E+00
    15.900 T   0.100000E+01   0.000000E+00
    16.000 T   0.100000E+01   0.000000E+00
    16.100 T   0.100000E+01   0.000000E+00
    16.200 T   0.100000E+01   0.000000E+00
    16.300 T   0.100000E+01   0.000000E+00
    16.400 T   0.100000E+01   0.000000E+00
    16.500 T   0.100000E+01   0.000000E+00
    16.600 T   0.100000E+01   0.000000E+00
    16.700 T   0.100000E+01   0.000000E+00
    16.800 T   0.100000E+01   0.000000E+00
    16.900 T   0.100000E+01   0.000000E+00
    17.000 T   0.100000E+01   0.000000E+00
    17.100 T   0.100000E+01   0.000000E+00
    17.200 T   0.100000E+01   0.000000E+00
    17.300 T   0.100000E+01   0.000000E+00
    17.400 T   0.100000E+01   0.000000E+00
    17.500 T   0.100000E+01   0.000000E+00
    17.600 T   0.100000E+01   0.000000E+00
    17.700 T   0.100000E+01   0.000000E+00
    17.800 T   0.100000E+01   0.000000E+00
    17.900 T   0.100000E+01   0.000000E+00
    18.000 T   0.100000E+01   0.000000E+00
    18.100 T   0.100000E+01   0.000000E+00
    18.200 T   0.100000E+01   0.000000E+00
    18.300 T   0.100000E+01   0.000000E+00
    18.400 T   0.100000E+01   0.000000E+00
    18.500 T   0.100000E+01   0.000000E+00
    18.600 T   0.100000E+01   0.000000E+00
    18.700 T   0.100000E+01   0.000000E+00
    18.800 T   0.100000E+01   0.000000E+00
    18.900 T   0.100000E+01   0.000000E+00
    19.000 T   0.100000E+01   0.000000E+00
    19.100 T   0.100000E+01   0.000000E+00
    19.200 T   0.100000E+01   0.000000E+00
    19.300 T   0.100000E+01   0.000000E+00
    19.400 T   0.100000E+01   0.000000E+00
    19.500 T   0.100000E+01   0.000000E+00
    19.600 T   0.100000E+01   0.000000E+00
    19.700 T   0.100000E+01   0.000000E+00
    19.800 T   0.100000E+01   0.000000E+00
    19.900 T   0.100000E+01   0.000000E+00
    20.000 T   0.100000E+01   0.000000E+00
    20.100 T   0.100000E+01   0.000000E+00
    20.200 T   0.100000E+01   0.000000E+00
    20.300 T   0.100000E+01   0.000000E+00
    20.400 T   0.100000E+01   0.000000E+00
    20.500 T   0.100000E+01   0.000000E+00
    20.600 T   0.100000E+01   0.000000E+00
    20.700 T   0.100000E+01   0.000000E+00
    20.800 T   0.100000E+01   0.000000E+00
    20.900 T   0.100000E+01   0.000000E+00
    21.000 T   0.100000E+01   0.000000E+00
    21.100 T   0.100000E+01   0.000000E+00
    21.200 T   0.100000E+01   0.000000E+00
    21.300 T   0.100000E+01   0.000000E+00
    21.400 T   0.100000E+01   0.000000E+00
    21.500 T   0.100000E+01   0.000000E+00
    21.600 T   0.100000E+01   0.000000E+00
    21.700 T   0.100000E+01   0.000000E+00
    21.800 T   0.100000E+01   0.000000E+00
    21.900 T   0.100000E+01   0.000000E+00
    22.000 T   0.100000E+01   0.000000E+00
    22.100 T   0.100000E+01   0.000000E+00
    22.200 T   0.100000E+01   0.000000E+00
    22.300 T   0.100000E+01   0.000000E+00
    22.400 T   0.100000E+01   0.000000E+00
    22.500 T   0.100000E+01   0.000000E+00
    22.600 T   0.100000E+01   0.000000E+00
    22.700 T   0.100000E+01   0.000000E+00
    22.800 T   0.100000E+01   0.000000E+00
    22.900 T   0.100000E+01   0.000000E+00
    23.000 T   0.100000E+01   0.000000E+00
    23.100 T   0.100000E+01   0.000000E+00
    23.200 T   0.100000E+01   0.000000E+00
    23.300 T   0.100000E+01   0.000000E+00
    23.400 T   0.100000E+01   0.000000E+00
    23.500 T   0.100000E+01   0.000000E+00
    23.600 T   0.100000E+01   0.000000E+00
    23.700 T   0.100000E+01   0.000000E+00
    23.800 T   0.100000E+01   0.000000E+00
    23.900 T   0.100000E+01   0.000000E+00
    24.000 T   0.100000E+01   0.000000E+00
    24.100 T   0.100000E+01   0.000000E+00
    24.200 T   0.100000E+01   0.000000E+00
    24.300 T   0.100000E+01   0.000000E+00
    24.400 T   0.100000E+01   0.000000E+00
    24.500 T   0.100000E+01   0.000000E+00
    24.600 T   0.100000E+01   0.000000E+00
    24.700 T   0.100000E+01   0.000000E+00
    24.800 T   0.100000E+01   0.000000E+00
    24.900 T   0.100000E+01   0.000000E+00
    25.000 T   0.100000E+01   0.000000E+00
    25.100 T   0.100000E+01   0.000000E+00
    25.200 T   0.100000E+01   0.000000E+00
    25.300 T   0.100000E+01   0.000000E+00
    25.400 T   0.100000E+01   0.000000E+00
    25.500 T   0.100000E+01   0.000000E+00
    25.600 T   0.100000E+01   0.000000E+00
    25.700 T   0.100000E+01   0.000000E+00
    25.800 T   0.100000E+01   0.000000E+00
    25.900 T   0.100000E+01   0.000000E+00
    26.000 T   0.100000E+01   0.000000E+00
    26.100 T   0.100000E+01   0.000000E+00
    26.200 T   0.100000E+01   0.000000E+00
    26.300 T   0.100000E+01   0.000000E+00
    26.400 T   0.100000E+01   0.000000E+00
    26.500 T   0.100000E+01   0.000000E+00
    26.600 T   0.100000E+01   0.000000E+00
    26.700 T   0.100000E+01   0.000000E+00
    26.800 T   0.100000E+01   0.000000E+00
    26.900 T   0.100000E+01   0.000000E+00
    27.000 T   0.100000E+01   0.000000E+00
    27.100 T   0.100000E+01   0.000000E+00
    27.200 T   0.100000E+01   0.000000E+00
    27.300 T   0.100000E+01   0.000000E+00
    27.400 T   0.100000E+01   0.000000E+00
    27.500 T   0.100000E+01   0.000000E+00
    27.600 T   0.100000E+01   0.000000E+00
    27.700 T   0.100000E+01   0.000000E+00
    27.800 T   0.100000E+01   0.000000E+00
    27.900 T   0.100000E+01   0.000000E+00
    28.000 T   0.100000E+01   0.000000E+00
    28.100 T   0.100000E+01   0.000000E+00
    28.200 T   0.100000E+01   0.000000E+00
    28.300 T   0.100000E+01   0.000000E+00
    28.400 T   0.100000E+01   0.000000E+00
    28.500 T   0.100000E+01   0.000000E+00
    28.600 T   0.100000E+01   0.000000E+00
    28.700 T   0.100000E+01   0.000000E+00
    28.800 T   0.100000E+01   0.000000E+00
    28.900 T   0.100000E+01   0.000000E+00
    29.000 T   0.100000E+01   0.000000E+00
    29.100 T   0.100000E+01   0.000000E+00
    29.200 T   0.100000E+01   0.000000E+00
    29.300 T   0.100000E+01   0.000000E+00
    29.400 T   0.100000E+01   0.000000E+00
    29.500 T   0.100000E+01   0.000000E+00
    29.600 T   0.100000E+01   0.000000E+00
    29.700 T   0.100000E+01   0.000000E+00
    29.800 T   0.100000E+01   0.000000E+00
    29.900 T   0.100000E+01   0.000000E+00
    30.000 T   0.100000E+01   0.000000E+00
    30.100 T   0.100000E+01   0.000000E+00
    30.200 T   0.100000E+01   0.000000E+00
    30.300 T   0.100000E+01   0.000000E+00
    30.400 T   0.100000E+01   0.000000E+00
    30.500 T   0.100000E+01   0.000000E+00
    30.600 T   0.100000E+01   0.000000E+00
    30.700 T   0.100000E+01   0.000000E+00
    30.800 T   0.100000E+01   0.000000E+00
    30.900 T   0.100000E+01   0.000000E+00
    31.000 T   0.100000E+01   0.000000E+00
    31.100 T   0.100000E+01   0.000000E+00
    31.200 T   0.100000E+01   0.000000E+00
    31.300 T   0.100000E+01   0.000000E+00
    31.400 T   0.100000E+01   0.000000E+00
    31.500 T   0.100000E+01   0.000000E+00
    31.600 T   0.100000E+01   0.000000E+00
    31.700 T   0.100000E+01   0.000000E+00
    31.800 T   0.100000E+01   0.000000E+00
    31.900 T   0.100000E+01   0.000000E+00
    32.000 T   0.100000E+01   0.000000E+00
    32.100 T   0.100000E+01   0.000000E+00
    32.200 T   0.100000E+01   0.000000E+00
    32.300 T   0.100000E+01   0.000000E+00
    32.400 T   0.100000E+01   0.000000E+00
