     0.000   0.100000E+01   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
     0.100   0.999596E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.403752E-03   0.000000E+00
     0.200   0.998397E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.160299E-02   0.000000E+00
     0.300   0.996427E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.357318E-02   0.000000E+00
     0.400   0.993719E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.628070E-02   0.000000E+00
     0.500   0.990317E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.968313E-02   0.000000E+00
     0.600   0.986270E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.137300E-01   0.000000E+00
     0.700   0.981636E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.183637E-01   0.000000E+00
     0.800   0.976479E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.235213E-01   0.000000E+00
     0.900   0.970865E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.291352E-01   0.000000E+00
     1.000   0.964865E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.351353E-01   0.000000E+00
     1.100   0.958551E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.414494E-01   0.000000E+00
     1.200   0.951994E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.480058E-01   0.000000E+00
     1.300   0.945267E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.547330E-01   0.000000E+00
     1.400   0.938438E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.615622E-01   0.000000E+00
     1.500   0.931573E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.684270E-01   0.000000E+00
     1.600   0.924735E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.752648E-01   0.000000E+00
     1.700   0.917983E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.820170E-01   0.000000E+00
     1.800   0.911370E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.886299E-01   0.000000E+00
     1.900   0.904946E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.950544E-01   0.000000E+00
     2.000   0.898754E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.101246E+00   0.000000E+00
     2.100   0.892876E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.107124E+00   0.000000E+00
     2.200   0.887260E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.112740E+00   0.000000E+00
     2.300   0.881980E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.118020E+00   0.000000E+00
     2.400   0.877059E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.122941E+00   0.000000E+00
     2.500   0.872518E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.127482E+00   0.000000E+00
     2.600   0.868414E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.131586E+00   0.000000E+00
     2.700   0.864677E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.135323E+00   0.000000E+00
     2.800   0.861356E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.138644E+00   0.000000E+00
     2.900   0.858458E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.141542E+00   0.000000E+00
     3.000   0.855984E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.144016E+00   0.000000E+00
     3.100   0.853933E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.146067E+00   0.000000E+00
     3.200   0.852301E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.147699E+00   0.000000E+00
     3.300   0.851082E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.148918E+00   0.000000E+00
